timestamp,reconstruction_error,anomaly,explanation,Error Count,Response Time (ms),Throughput,hour,period_type,violated_rules,violated_rule_ids,violated_descriptions,violated_severities
2023-01-16 01:02:00,0.0095948272676428,0,High deviation in 'Throughput',2.6,218.36400000000003,92.2,1,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 01:03:00,0.0093209165358291,0,High deviation in 'Response Time (ms)',1.2,197.53,80.2,1,Off Hours,[],[],[],[]
2023-01-16 01:04:00,0.0093109314169358,0,High deviation in 'Error Count',1.2,217.738,96.2,1,Off Hours,[],[],[],[]
2023-01-16 01:05:00,0.0093543573763643,0,High deviation in 'Throughput',2.2,191.71,90.4,1,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 01:06:00,0.0089473159024202,0,High deviation in 'Throughput',2.0,200.648,89.6,1,Off Hours,[],[],[],[]
2023-01-16 01:07:00,0.008857988021519,0,High deviation in 'Response Time (ms)',2.6,184.164,85.2,1,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 01:08:00,0.0104242847343747,0,High deviation in 'Error Count',1.6,165.332,94.2,1,Off Hours,[],[],[],[]
2023-01-16 01:09:00,0.0105961150037473,0,High deviation in 'Error Count',1.0,212.438,86.0,1,Off Hours,[],[],[],[]
2023-01-16 01:10:00,0.0098204923813846,0,High deviation in 'Error Count',1.4,178.826,87.4,1,Off Hours,[],[],[],[]
2023-01-16 01:11:00,0.010348195648183,0,High deviation in 'Response Time (ms)',1.0,202.238,95.0,1,Off Hours,[],[],[],[]
2023-01-16 01:12:00,0.0102746773035521,0,High deviation in 'Throughput',2.2,169.06400000000002,88.0,1,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 01:13:00,0.0099912159015455,0,High deviation in 'Response Time (ms)',2.4,195.44,86.0,1,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 01:14:00,0.0104956556557878,0,High deviation in 'Response Time (ms)',0.4,187.018,89.0,1,Off Hours,[],[],[],[]
2023-01-16 01:15:00,0.0097002710605264,0,High deviation in 'Error Count',1.0,150.198,87.4,1,Off Hours,[],[],[],[]
2023-01-16 01:16:00,0.009958571027942,0,High deviation in 'Throughput',2.0,193.078,89.2,1,Off Hours,[],[],[],[]
2023-01-16 01:17:00,0.0105367432030761,0,High deviation in 'Error Count',1.4,180.502,91.0,1,Off Hours,[],[],[],[]
2023-01-16 01:18:00,0.0108666985888861,0,High deviation in 'Throughput',1.2,209.39,83.8,1,Off Hours,[],[],[],[]
2023-01-16 01:19:00,0.0117386362523921,0,High deviation in 'Error Count',1.0,163.586,82.4,1,Off Hours,[],[],[],[]
2023-01-16 01:20:00,0.0116922596357036,0,High deviation in 'Throughput',2.2,195.34,87.4,1,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 01:21:00,0.0118790673657994,0,High deviation in 'Response Time (ms)',2.2,170.76,87.6,1,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 01:22:00,0.0113805109327298,0,High deviation in 'Error Count',1.0,197.79,90.8,1,Off Hours,[],[],[],[]
2023-01-16 01:23:00,0.0114556622897132,0,High deviation in 'Throughput',1.6,152.27,91.2,1,Off Hours,[],[],[],[]
2023-01-16 01:24:00,0.0110717621031993,0,High deviation in 'Throughput',1.6,206.418,88.2,1,Off Hours,[],[],[],[]
2023-01-16 01:25:00,0.010775208070686,0,High deviation in 'Throughput',1.6,170.01,94.0,1,Off Hours,[],[],[],[]
2023-01-16 01:26:00,0.0108789383795195,0,High deviation in 'Throughput',0.8,201.694,86.0,1,Off Hours,[],[],[],[]
2023-01-16 01:27:00,0.011090584403114,0,High deviation in 'Response Time (ms)',1.6,201.95,91.4,1,Off Hours,[],[],[],[]
2023-01-16 01:28:00,0.0112020654534483,0,High deviation in 'Throughput',1.4,185.18,88.6,1,Off Hours,[],[],[],[]
2023-01-16 01:29:00,0.0105635188349413,0,High deviation in 'Throughput',1.8,197.094,89.8,1,Off Hours,[],[],[],[]
2023-01-16 01:30:00,0.0107925721516524,0,High deviation in 'Throughput',1.0,205.12600000000003,89.6,1,Off Hours,[],[],[],[]
2023-01-16 01:31:00,0.0107730401578658,0,High deviation in 'Throughput',1.0,196.01,87.6,1,Off Hours,[],[],[],[]
2023-01-16 01:32:00,0.0095426087172195,0,High deviation in 'Throughput',0.8,163.94,91.4,1,Off Hours,[],[],[],[]
2023-01-16 01:33:00,0.0091898704342019,0,High deviation in 'Throughput',1.0,208.18400000000003,96.0,1,Off Hours,[],[],[],[]
2023-01-16 01:34:00,0.0093601327877155,0,High deviation in 'Throughput',1.2,205.25,99.6,1,Off Hours,[],[],[],[]
2023-01-16 01:35:00,0.0086571340301829,0,High deviation in 'Throughput',3.2,215.96999999999997,93.8,1,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 01:36:00,0.0091198283133998,0,High deviation in 'Error Count',1.4,180.532,92.0,1,Off Hours,[],[],[],[]
2023-01-16 01:37:00,0.0088565648667553,0,High deviation in 'Throughput',1.6,196.144,91.4,1,Off Hours,[],[],[],[]
2023-01-16 01:38:00,0.0086130269837255,0,High deviation in 'Error Count',1.4,180.42,97.4,1,Off Hours,[],[],[],[]
2023-01-16 01:39:00,0.0089974665720024,0,High deviation in 'Throughput',2.0,161.376,84.4,1,Off Hours,[],[],[],[]
2023-01-16 01:40:00,0.0083964912335882,0,High deviation in 'Throughput',1.6,164.98,88.6,1,Off Hours,[],[],[],[]
2023-01-16 01:41:00,0.0084133764773804,0,High deviation in 'Throughput',2.0,194.99,89.2,1,Off Hours,[],[],[],[]
2023-01-16 01:42:00,0.008776793411336,0,High deviation in 'Error Count',0.8,167.60399999999998,93.2,1,Off Hours,[],[],[],[]
2023-01-16 01:43:00,0.0090678166476367,0,High deviation in 'Response Time (ms)',2.4,184.562,92.6,1,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 01:44:00,0.0087791413818289,0,High deviation in 'Response Time (ms)',1.4,191.018,93.4,1,Off Hours,[],[],[],[]
2023-01-16 01:45:00,0.0086301335121868,0,High deviation in 'Error Count',1.6,176.304,91.0,1,Off Hours,[],[],[],[]
2023-01-16 01:46:00,0.0085109903124819,0,High deviation in 'Throughput',1.8,200.246,90.6,1,Off Hours,[],[],[],[]
2023-01-16 01:47:00,0.0084769512668263,0,High deviation in 'Response Time (ms)',1.8,191.854,88.4,1,Off Hours,[],[],[],[]
2023-01-16 01:48:00,0.0087680221274072,0,High deviation in 'Throughput',1.0,216.82,95.2,1,Off Hours,[],[],[],[]
2023-01-16 01:49:00,0.0085154349410551,0,High deviation in 'Response Time (ms)',2.0,204.632,98.2,1,Off Hours,[],[],[],[]
2023-01-16 01:50:00,0.0079024776554087,0,High deviation in 'Response Time (ms)',1.8,160.648,87.4,1,Off Hours,[],[],[],[]
2023-01-16 01:51:00,0.0078544370729779,0,High deviation in 'Throughput',0.8,175.386,94.8,1,Off Hours,[],[],[],[]
2023-01-16 01:52:00,0.0077628031012891,0,High deviation in 'Throughput',1.8,192.36,83.4,1,Off Hours,[],[],[],[]
2023-01-16 01:53:00,0.0079734288625297,0,High deviation in 'Throughput',1.8,199.034,82.4,1,Off Hours,[],[],[],[]
2023-01-16 01:54:00,0.0080652895357303,0,High deviation in 'Throughput',0.8,175.272,87.8,1,Off Hours,[],[],[],[]
2023-01-16 01:55:00,0.0079325672546494,0,High deviation in 'Throughput',1.4,208.08199999999997,79.8,1,Off Hours,[],[],[],[]
2023-01-16 01:56:00,0.0091050355095418,0,High deviation in 'Response Time (ms)',0.6,177.48200000000003,94.0,1,Off Hours,[],[],[],[]
2023-01-16 01:57:00,0.0088576232639538,0,High deviation in 'Throughput',2.6,183.298,83.2,1,Off Hours,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 01:58:00,0.0092761052814987,0,High deviation in 'Throughput',1.6,186.946,79.2,1,Off Hours,[],[],[],[]
2023-01-16 01:59:00,0.0098472661230383,0,High deviation in 'Throughput',1.4,211.674,96.6,1,Off Hours,[],[],[],[]
2023-01-16 02:00:00,0.0108630114859385,0,High deviation in 'Error Count',1.0,206.44,84.2,2,Batch Window,[],[],[],[]
2023-01-16 02:01:00,0.0102659307783796,0,High deviation in 'Throughput',2.6,208.02399999999997,87.4,2,Batch Window,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 02:02:00,0.0102821968655509,0,High deviation in 'Response Time (ms)',1.2,167.46800000000002,92.2,2,Batch Window,[],[],[],[]
2023-01-16 02:03:00,0.0113549429238205,0,High deviation in 'Throughput',1.4,200.948,100.2,2,Batch Window,[],[],[],[]
2023-01-16 02:04:00,0.0128022843908196,0,High deviation in 'Response Time (ms)',1.0,170.658,83.2,2,Batch Window,[],[],[],[]
2023-01-16 02:05:00,0.01234112057953,0,High deviation in 'Error Count',1.4,193.734,95.8,2,Batch Window,[],[],[],[]
2023-01-16 02:06:00,0.0115471178299638,0,High deviation in 'Throughput',2.2,185.03000000000003,92.6,2,Batch Window,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 02:07:00,0.0117286313378795,0,High deviation in 'Throughput',0.8,194.742,85.4,2,Batch Window,[],[],[],[]
2023-01-16 02:08:00,0.0117311870971642,0,High deviation in 'Throughput',1.6,174.522,92.6,2,Batch Window,[],[],[],[]
2023-01-16 02:09:00,0.013096397671065,0,High deviation in 'Error Count',0.8,183.948,86.8,2,Batch Window,[],[],[],[]
2023-01-16 02:10:00,0.0140028495112833,1,High deviation in 'Response Time (ms)',1.6,195.45,86.0,2,Batch Window,[],[],[],[]
2023-01-16 02:11:00,0.0136509677601087,0,High deviation in 'Throughput',2.2,159.308,94.2,2,Batch Window,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 02:12:00,0.0135756757351892,0,High deviation in 'Throughput',2.0,170.402,92.0,2,Batch Window,[],[],[],[]
2023-01-16 02:13:00,0.0128529774472639,0,High deviation in 'Throughput',1.8,126.294,91.4,2,Batch Window,[],[],[],[]
2023-01-16 02:14:00,0.013283210891695,0,High deviation in 'Error Count',1.8,184.624,90.4,2,Batch Window,[],[],[],[]
2023-01-16 02:15:00,0.0135062260969893,0,High deviation in 'Throughput',1.0,174.28199999999998,89.0,2,Batch Window,[],[],[],[]
2023-01-16 02:16:00,0.0132360416185741,0,High deviation in 'Response Time (ms)',1.8,218.974,92.6,2,Batch Window,[],[],[],[]
2023-01-16 02:17:00,0.0137066518179142,0,High deviation in 'Throughput',2.0,172.506,91.2,2,Batch Window,[],[],[],[]
2023-01-16 02:18:00,0.0138479037236371,0,High deviation in 'Throughput',1.4,208.474,78.2,2,Batch Window,[],[],[],[]
2023-01-16 02:19:00,0.0139472812473529,1,High deviation in 'Response Time (ms)',1.2,174.476,86.0,2,Batch Window,[],[],[],[]
2023-01-16 02:20:00,0.0133683241242364,0,High deviation in 'Throughput',1.4,195.166,87.6,2,Batch Window,[],[],[],[]
2023-01-16 02:21:00,0.0132398204142919,0,High deviation in 'Error Count',1.6,210.386,88.0,2,Batch Window,[],[],[],[]
2023-01-16 02:22:00,0.0123977250454672,0,High deviation in 'Throughput',0.4,204.888,87.2,2,Batch Window,[],[],[],[]
2023-01-16 02:23:00,0.0131309366897039,0,High deviation in 'Throughput',0.8,197.736,85.0,2,Batch Window,[],[],[],[]
2023-01-16 02:24:00,0.0132478812918967,0,High deviation in 'Throughput',1.6,193.734,94.0,2,Batch Window,[],[],[],[]
2023-01-16 02:25:00,0.0131760373208355,0,High deviation in 'Response Time (ms)',1.8,193.56599999999997,89.2,2,Batch Window,[],[],[],[]
2023-01-16 02:26:00,0.0125732451729851,0,High deviation in 'Throughput',1.8,194.6,92.8,2,Batch Window,[],[],[],[]
2023-01-16 02:27:00,0.0116025911033649,0,High deviation in 'Error Count',2.4,182.848,90.4,2,Batch Window,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 02:28:00,0.0107369713084534,0,High deviation in 'Throughput',1.8,194.66,88.2,2,Batch Window,[],[],[],[]
2023-01-16 02:29:00,0.0099766775185804,0,High deviation in 'Throughput',1.8,208.944,93.2,2,Batch Window,[],[],[],[]
2023-01-16 02:30:00,0.0098820897034642,0,High deviation in 'Throughput',3.0,178.798,90.0,2,Batch Window,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 02:31:00,0.0091713323539378,0,High deviation in 'Throughput',1.0,198.4,94.2,2,Batch Window,[],[],[],[]
2023-01-16 02:32:00,0.0089520005772241,0,High deviation in 'Response Time (ms)',1.0,197.034,92.6,2,Batch Window,[],[],[],[]
2023-01-16 02:33:00,0.0090717996311893,0,High deviation in 'Error Count',1.4,183.8,90.4,2,Batch Window,[],[],[],[]
2023-01-16 02:34:00,0.0083900075056263,0,High deviation in 'Error Count',1.0,178.76399999999998,88.6,2,Batch Window,[],[],[],[]
2023-01-16 02:35:00,0.0078820916686745,0,High deviation in 'Error Count',1.2,193.63,87.2,2,Batch Window,[],[],[],[]
2023-01-16 02:36:00,0.0076527452011095,0,High deviation in 'Throughput',1.4,185.132,84.8,2,Batch Window,[],[],[],[]
2023-01-16 02:37:00,0.0075592539056941,0,High deviation in 'Throughput',1.8,171.784,91.6,2,Batch Window,[],[],[],[]
2023-01-16 02:38:00,0.0069168722222221,0,High deviation in 'Throughput',1.2,189.078,94.8,2,Batch Window,[],[],[],[]
2023-01-16 02:39:00,0.0074454040233139,0,High deviation in 'Throughput',1.2,214.73200000000003,89.0,2,Batch Window,[],[],[],[]
2023-01-16 02:40:00,0.0068175567907439,0,High deviation in 'Response Time (ms)',0.8,209.846,86.8,2,Batch Window,[],[],[],[]
2023-01-16 02:41:00,0.0063697727355578,0,High deviation in 'Error Count',1.4,160.364,83.6,2,Batch Window,[],[],[],[]
2023-01-16 02:42:00,0.0063546144874029,0,High deviation in 'Response Time (ms)',1.8,165.042,83.4,2,Batch Window,[],[],[],[]
2023-01-16 02:43:00,0.0074675707279287,0,High deviation in 'Error Count',2.6,159.14,90.4,2,Batch Window,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 02:44:00,0.0066823996798436,0,High deviation in 'Error Count',2.0,165.792,87.8,2,Batch Window,[],[],[],[]
2023-01-16 02:45:00,0.0062328280596807,0,High deviation in 'Response Time (ms)',1.2,201.458,93.6,2,Batch Window,[],[],[],[]
2023-01-16 02:46:00,0.0061343360035924,0,High deviation in 'Error Count',0.8,210.754,92.4,2,Batch Window,[],[],[],[]
2023-01-16 02:47:00,0.0061222484674126,0,High deviation in 'Throughput',0.4,172.866,84.4,2,Batch Window,[],[],[],[]
2023-01-16 02:48:00,0.006423614270169,0,High deviation in 'Throughput',1.6,189.016,88.2,2,Batch Window,[],[],[],[]
2023-01-16 02:49:00,0.0063198448437685,0,High deviation in 'Error Count',1.0,206.686,86.2,2,Batch Window,[],[],[],[]
2023-01-16 02:50:00,0.0062427475821167,0,High deviation in 'Throughput',1.0,198.448,94.8,2,Batch Window,[],[],[],[]
2023-01-16 02:51:00,0.0064043792908815,0,High deviation in 'Error Count',1.8,190.332,82.0,2,Batch Window,[],[],[],[]
2023-01-16 02:52:00,0.0064195854957894,0,High deviation in 'Throughput',2.0,163.08800000000002,88.6,2,Batch Window,[],[],[],[]
2023-01-16 02:53:00,0.0065883592776485,0,High deviation in 'Throughput',0.6,179.298,91.8,2,Batch Window,[],[],[],[]
2023-01-16 02:54:00,0.0071953598736218,0,High deviation in 'Throughput',2.0,163.81799999999998,94.4,2,Batch Window,[],[],[],[]
2023-01-16 02:55:00,0.0074243545922553,0,High deviation in 'Throughput',0.6,204.872,90.8,2,Batch Window,[],[],[],[]
2023-01-16 02:56:00,0.0085158657847594,0,High deviation in 'Error Count',0.8,188.866,84.8,2,Batch Window,[],[],[],[]
2023-01-16 02:57:00,0.0089695915431961,0,High deviation in 'Error Count',1.2,196.778,95.0,2,Batch Window,[],[],[],[]
2023-01-16 02:58:00,0.0097289846632319,0,High deviation in 'Response Time (ms)',1.8,216.538,88.8,2,Batch Window,[],[],[],[]
2023-01-16 02:59:00,0.0096441757980374,0,High deviation in 'Response Time (ms)',0.6,206.08,88.2,2,Batch Window,[],[],[],[]
2023-01-16 03:00:00,0.0088897955345171,0,High deviation in 'Error Count',1.6,202.312,91.4,3,Batch Window,[],[],[],[]
2023-01-16 03:01:00,0.007918602489815,0,High deviation in 'Throughput',1.4,216.94,86.4,3,Batch Window,[],[],[],[]
2023-01-16 03:02:00,0.0088420422871575,0,High deviation in 'Error Count',1.0,174.254,89.8,3,Batch Window,[],[],[],[]
2023-01-16 03:03:00,0.0087336904514577,0,High deviation in 'Throughput',2.0,130.388,90.2,3,Batch Window,[],[],[],[]
2023-01-16 03:04:00,0.0087674438703686,0,High deviation in 'Response Time (ms)',1.4,207.5,89.6,3,Batch Window,[],[],[],[]
2023-01-16 03:05:00,0.0094947224680701,0,High deviation in 'Error Count',1.0,201.54,89.4,3,Batch Window,[],[],[],[]
2023-01-16 03:06:00,0.0095684217020581,0,High deviation in 'Response Time (ms)',1.2,218.782,83.0,3,Batch Window,[],[],[],[]
2023-01-16 03:07:00,0.0097510549252096,0,High deviation in 'Response Time (ms)',1.2,146.044,91.0,3,Batch Window,[],[],[],[]
2023-01-16 03:08:00,0.0099722610091699,0,High deviation in 'Error Count',1.0,205.43,89.4,3,Batch Window,[],[],[],[]
2023-01-16 03:09:00,0.0112553624164033,0,High deviation in 'Response Time (ms)',1.8,171.996,92.4,3,Batch Window,[],[],[],[]
2023-01-16 03:10:00,0.0108365739976059,0,High deviation in 'Response Time (ms)',2.0,225.308,93.6,3,Batch Window,[],[],[],[]
2023-01-16 03:11:00,0.0111213961241997,0,High deviation in 'Response Time (ms)',1.6,175.106,90.0,3,Batch Window,[],[],[],[]
2023-01-16 03:12:00,0.0106838405968132,0,High deviation in 'Response Time (ms)',2.4,219.438,94.2,3,Batch Window,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 03:13:00,0.0116246421172358,0,High deviation in 'Response Time (ms)',1.6,164.914,82.8,3,Batch Window,[],[],[],[]
2023-01-16 03:14:00,0.0101532303224029,0,High deviation in 'Response Time (ms)',1.2,218.87,92.6,3,Batch Window,[],[],[],[]
2023-01-16 03:15:00,0.0103370313750015,0,High deviation in 'Throughput',1.8,185.87,89.0,3,Batch Window,[],[],[],[]
2023-01-16 03:16:00,0.0104525103715593,0,High deviation in 'Throughput',1.2,188.224,87.8,3,Batch Window,[],[],[],[]
2023-01-16 03:17:00,0.0106015144550919,0,High deviation in 'Throughput',1.2,153.676,92.8,3,Batch Window,[],[],[],[]
2023-01-16 03:18:00,0.0109199749316125,0,High deviation in 'Error Count',2.2,173.778,90.6,3,Batch Window,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 03:19:00,0.0113387402350148,0,High deviation in 'Throughput',1.4,176.64,89.8,3,Batch Window,[],[],[],[]
2023-01-16 03:20:00,0.010341087763088,0,High deviation in 'Throughput',2.0,176.0,91.2,3,Batch Window,[],[],[],[]
2023-01-16 03:21:00,0.0099637018769321,0,High deviation in 'Throughput',1.4,182.84,89.4,3,Batch Window,[],[],[],[]
2023-01-16 03:22:00,0.0102068406592045,0,High deviation in 'Throughput',1.2,201.628,97.8,3,Batch Window,[],[],[],[]
2023-01-16 03:23:00,0.0094169561265915,0,High deviation in 'Throughput',1.2,173.31,93.8,3,Batch Window,[],[],[],[]
2023-01-16 03:24:00,0.009342170128515,0,High deviation in 'Response Time (ms)',1.6,182.128,86.2,3,Batch Window,[],[],[],[]
2023-01-16 03:25:00,0.0087323836914805,0,High deviation in 'Response Time (ms)',0.8,192.07,92.6,3,Batch Window,[],[],[],[]
2023-01-16 03:26:00,0.0080756678621106,0,High deviation in 'Throughput',2.2,146.22,86.4,3,Batch Window,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 03:27:00,0.0081977500048971,0,High deviation in 'Response Time (ms)',2.6,178.278,88.6,3,Batch Window,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 03:28:00,0.0089800826092909,0,High deviation in 'Error Count',1.2,206.8,91.8,3,Batch Window,[],[],[],[]
2023-01-16 03:29:00,0.0094551279613907,0,High deviation in 'Error Count',2.4,173.128,91.0,3,Batch Window,"[{'id': 'SLA_002', 'description': 'Error count should remain below 2 at all times', 'severity': 'Medium'}]",['SLA_002'],['Error count should remain below 2 at all times'],['Medium']
2023-01-16 03:30:00,0.0091033233565393,0,High deviation in 'Error Count',1.6,167.838,87.4,3,Batch Window,[],[],[],[]
2023-01-16 03:31:00,0.0103788251342645,0,High deviation in 'Throughput',1.8,187.276,94.8,3,Batch Window,[],[],[],[]
2023-01-16 03:32:00,0.0097829778930761,0,High deviation in 'Response Time (ms)',1.4,195.804,91.6,3,Batch Window,[],[],[],[]
